created,text,retwc,hashtag,followers,friends
11/6/2019 9:14,"b'Youthfull , Entertainment film. #puppy\nUnga comedy mattumilla,acting sentiment um Atracktive. @iYogiBabu \n\nKalakiti\xe2\x80\xa6 https://t.co/JJj6vZb130'",0,puppy,50,580
11/6/2019 9:12,b'RT @AfricanWatchman: @FKMohammed1 @additions @UN @MBuhari @AminaJMohammed @BandeTijjani @UN_PGA Can you explain to #Nigeria and #Africa wha\xe2\x80\xa6',1,Nigeria,648,165
11/6/2019 9:12,b'RT @RobertAlai: @DCI_Kenya Test and measure. Maybe you are destroying unga ngano.',5,None,6239,6838
11/6/2019 9:12,b'RT @AfricanWatchman: @AfricanUnionUN @AUC_MoussaFaki @_AfricanUnion @FKMohammed1 @EbbaKalondo @UN @GhanaPresidency 2/2 #Africa and #African\xe2\x80\xa6',1,Africa,648,165
11/6/2019 9:11,b'RT @franjoe51: @NLatUN @unGa @SwedenUN @USUN @GermanyUN @UKUN_NewYork @RussiaUN @ItalyUN_NY @washingtonpost @cnni @BBCWorld @RFI @IntlCrimC\xe2\x80\xa6',9,None,366,673
11/6/2019 9:10,"b""RT @AfricanWatchman: @antonioguterres @UN Comprehensive #UN reforms are #Africa's needs, aspirations and rights. If these are denied to the\xe2\x80\xa6""",2,UN,648,165
11/6/2019 9:10,b'RT @franjoe51: @NLatUN @unGa @SwedenUN @USUN @GermanyUN @UKUN_NewYork @RussiaUN @ItalyUN_NY @washingtonpost @cnni @BBCWorld @RFI @IntlCrimC\xe2\x80\xa6',9,None,748,618
11/6/2019 9:09,"b'#Iran #news in brief, Nov 5, 2019 https://t.co/qdIGlpznoU via @YouTube #1988Massacre #CrimesAgainstHumanity\xe2\x80\xa6 https://t.co/fHj8SApFIg'",1,Iran,6015,3055
11/6/2019 9:06,"b'RT @KashmiriNetwork: In the first ever Historical hearing of Human Rights abuse in Kashmir at the US House of Representatives, the witness\xe2\x80\xa6'",156,None,468,79
11/6/2019 9:04,"b'#Iran #news in brief, Nov 5, 2019 https://t.co/9pEWaPHLGS via @YouTube #1988Massacre #CrimesAgainstHumanity\xe2\x80\xa6 https://t.co/cATsA65NQt'",0,Iran,234,198
11/6/2019 9:03,b'RT @RobertAlai: @DCI_Kenya Test and measure. Maybe you are destroying unga ngano.',5,None,17,281
11/6/2019 9:02,"b'RT @PLinUN: W/ a vast majority of votes 1C adopted resolution on the implementation of\n#ChemicalWeapons Convention, tabled traditionally by\xe2\x80\xa6'",6,ChemicalWeapons,1155,411
11/6/2019 9:02,b'RT @PLinUN: During #UNGA debate @UN on the report of @IntlCrimCourt #Poland \xf0\x9f\x87\xb5\xf0\x9f\x87\xb1reiterates her steadfast support for #ICC as part of the rule\xe2\x80\xa6',12,UNGA,1155,411
11/6/2019 9:01,"b'RT @AfricanWatchman: @UN One of the major challenges facing #humanity is the need for #UN (systems, structures...) reforms. If the reforms\xe2\x80\xa6'",1,humanity,648,165
11/6/2019 9:00,b'RT @AfricanWatchman: @AU_KwesiQuartey @AUC31 @_AfricanUnion @AmbMedIdriss @TheEconomist @ReutersAfrica @AFRICA24TV @AU_Economy @AUEcosocc @\xe2\x80\xa6',3,None,648,165
11/6/2019 8:59,b'@Atlee_dir dear Anna na Vijay na oda big big fan oru fan ha solre unga work vera level bro but ennoda oppineon natr\xe2\x80\xa6 https://t.co/hviSF9nDcF',0,None,0,9
11/6/2019 8:57,b'@DCI_Kenya Test and measure. Maybe you are destroying unga ngano.',5,None,1267535,3243
11/6/2019 8:53,b'RT @viji_jeni: Thank you so much \n        Friends 4.khearts \xe2\x9d\xa4\xe2\x9d\xa4\n         unga yellarota supporting\n          love yellathukum rompa\xe2\x80\xa6',35,None,7373,3238
11/6/2019 8:52,b'@Kung_Fu_Kai Once you get your blackblood skills in Stormblood you can go UNGA BUNGA with Delirium.',0,None,11427,1641
11/6/2019 8:43,b'RT @MFAestonia: Estonia is preparing to become an elected member of UN Security Council in 2020-21. We want our whole society to be include\xe2\x80\xa6',18,None,942,357
11/6/2019 8:43,"b""@DCI_Kenya @K24Tv Are you sure it's cocaine ama ni unga ya ugali?? The village should stagger with the fumes unless\xe2\x80\xa6 https://t.co/v4PLpyXgF8""",0,None,48,180
11/6/2019 8:42,b'News in odm in kibra are distributing unga and 1000ksh in presence of security officers. Voter bribery going on.',0,None,383,1258
11/6/2019 8:35,"b""RT @AjayPandey__: #India's tight slap to #Pakistan at #UNGA\n\nStrongly hitting back at @ImranKhanPTI by #FirstSecretary #MEA #VidishaMaitra\xe2\x80\xa6""",220,India,31089,10749
11/6/2019 8:33,"b'idol dorang sibuk spread ""stop bullying"" in every award speeches, UNGA, IV\'s \n\nyet this is how their fans reply? ck\xe2\x80\xa6 https://t.co/X2rNsi74Gf'",0,None,1956,937
11/6/2019 8:25,"b'RT @KashmiriNetwork: In the first ever Historical hearing of Human Rights abuse in Kashmir at the US House of Representatives, the witness\xe2\x80\xa6'",156,None,126,507
11/6/2019 8:24,b'RT @swiss_un: #Switzerland\xf0\x9f\x87\xa8\xf0\x9f\x87\xadin #UNGA stands up for a rules-based international order and recalls its continued and principled support to th\xe2\x80\xa6',23,Switzerland,455,450
11/6/2019 8:24,"b""RT @ArshadM99373571: @hammadahmedzaid @ImranKhanPTI Don't mention IK, he isn't agreed to help them, just UNGA speech isn't enough? They are\xe2\x80\xa6""",1,None,2123,4714
11/6/2019 8:22,b'RT @amvignesh58: @RamCinemas Bro clarity than bro Vera level crystal clear  4 times pathachu unga theatre la matum',52,None,29,11
11/6/2019 8:20,"b'#Iran #news in brief, Nov 5, 2019 https://t.co/YMejwWcUUm via @YouTube #1988Massacre #CrimesAgainstHumanity\xe2\x80\xa6 https://t.co/hzmHVd6MsD'",0,Iran,3622,1593
11/6/2019 8:20,b'RT @BesuraTaansane: @ManishTewari @PiyushGoyal So true !!! \n@narendramodi ji should have taken lessons in the art of negotiating from MMS\xe2\x80\xa6',38,None,375,1901
11/6/2019 8:18,b'RT @amvignesh58: @RamCinemas Bro clarity than bro Vera level crystal clear  4 times pathachu unga theatre la matum',52,None,3,61
